,file,group,subject,condition,window,series,channels
07_ROE_16,07_ROE_16,high,07,ROE,16,"[[-1.29614544e-06 -3.05257463e-06  3.31492138e-06 ...  3.51034117e-06
   2.03480506e-06  3.65905809e-06]
 [ 6.73355532e-06  4.92522860e-06  3.38533974e-06 ...  3.99317694e-06
  -2.32984632e-07 -7.20133901e-07]
 [ 1.68780911e-06 -3.34549189e-06 -6.03367519e-06 ...  5.80570555e-06
   2.89153171e-06  1.44386792e-06]
 ...
 [-1.42412720e-05 -6.16091251e-06 -5.34370518e-06 ... -6.28653669e-06
  -5.07726371e-07 -1.16657662e-06]
 [-1.34491527e-06 -5.65542281e-07 -1.36574209e-06 ... -7.23778915e-06
  -3.53492236e-06 -5.78621769e-06]
 [-2.52592516e-06  9.55713153e-07 -2.43732190e-06 ... -2.35609198e-06
   1.61720425e-07  5.37167311e-07]]","['F7', 'F3', 'FZ', 'F4', 'F8', 'C3', 'C4', 'T7', 'CZ', 'T8', 'P3', 'PZ', 'P4', 'OZ', 'PO3', 'PO4']"
07_ROE_17,07_ROE_17,high,07,ROE,17,"[[ 1.17751398e-05  9.31713998e-07 -2.61357260e-06 ...  2.19472551e-06
  -9.66449916e-07 -4.97046089e-06]
 [ 3.65966249e-06  3.87284064e-06 -1.15974784e-06 ...  1.71734834e-06
  -8.71669114e-07 -2.20471263e-06]
 [ 5.04372168e-06  6.26547098e-06  4.64975566e-07 ...  5.18593729e-07
  -3.12963200e-06 -4.86588621e-06]
 ...
 [-7.96254063e-06 -4.87195158e-06 -4.37352091e-07 ...  1.97971314e-07
   3.17998910e-06  2.79402137e-06]
 [-1.00715761e-05 -6.35290623e-06  1.68563139e-06 ... -1.85240164e-07
   1.40718293e-06  2.45407534e-06]
 [-6.67242908e-06 -7.49244690e-07  1.17522049e-06 ... -3.63242960e-06
  -2.81225467e-06  9.88243639e-07]]","['F7', 'F3', 'FZ', 'F4', 'F8', 'C3', 'C4', 'T7', 'CZ', 'T8', 'P3', 'PZ', 'P4', 'OZ', 'PO3', 'PO4']"
07_RCE_0,07_RCE_0,high,07,RCE,0,"[[ 2.18459034e-06 -3.04747033e-06 -5.29410219e-06 ... -8.38643849e-07
  -4.02074289e-06 -1.43569529e-07]
 [ 1.94902778e-07 -1.44798648e-06 -2.01227427e-06 ...  4.31993306e-07
  -4.17340904e-07 -3.20088005e-06]
 [-1.41232729e-06 -3.51331234e-06 -4.79525995e-06 ...  5.35247624e-07
   1.35178792e-06 -1.71446097e-06]
 ...
 [-7.90869772e-07  2.54000139e-06 -4.35418755e-07 ... -1.81410253e-06
   4.40613890e-06  4.81570053e-06]
 [-1.39385426e-06  2.02693319e-06  6.91482067e-06 ... -1.37519524e-07
   1.79612958e-06 -8.54111373e-07]
 [-1.49171650e-06  1.10522354e-06 -2.63344467e-07 ...  3.92085701e-07
   4.20778751e-06  6.17254400e-06]]","['F7', 'F3', 'FZ', 'F4', 'F8', 'C3', 'C4', 'T7', 'CZ', 'T8', 'P3', 'PZ', 'P4', 'OZ', 'PO3', 'PO4']"
07_RCE_1,07_RCE_1,high,07,RCE,1,"[[-6.55556381e-07  3.28994346e-06  1.51343071e-06 ... -4.66182865e-08
  -1.81017742e-08 -2.01326132e-06]
 [-8.24924827e-07  1.82866788e-06  2.19404292e-06 ...  1.90052104e-06
   1.43977177e-06  5.04323188e-09]
 [-8.55200469e-07  6.12282932e-07  1.56210780e-06 ...  1.97761583e-06
   9.99674201e-07 -1.35385835e-06]
 ...
 [ 9.87128168e-08 -8.48998964e-07  6.85518980e-07 ... -5.83428431e-06
  -1.03120863e-06 -1.59415531e-06]
 [ 4.16220933e-07 -8.17659274e-08  1.58813536e-06 ... -1.90700364e-06
  -4.24405146e-06  1.15527391e-06]
 [ 1.66896200e-06 -6.58395004e-06 -7.66275406e-06 ...  7.26379514e-07
   7.49078542e-08 -1.72233033e-06]]","['F7', 'F3', 'FZ', 'F4', 'F8', 'C3', 'C4', 'T7', 'CZ', 'T8', 'P3', 'PZ', 'P4', 'OZ', 'PO3', 'PO4']"
07_RCE_2,07_RCE_2,high,07,RCE,2,"[[ 1.65391490e-07 -1.81006336e-06  7.26210475e-07 ...  5.54628563e-06
   4.59667969e-06  4.25077438e-07]
 [-3.48852396e-06 -3.90126848e-06 -4.57982826e-06 ...  1.33990967e-06
   1.95090687e-06  3.07969522e-06]
 [-2.67189693e-06 -3.68860364e-06 -4.05200386e-06 ... -1.16921114e-08
   1.17815757e-06  2.72861409e-06]
 ...
 [ 4.71714020e-06  6.40607834e-06  6.77620077e-06 ... -3.58922005e-06
  -4.35903454e-06 -1.95096898e-06]
 [ 1.28459644e-06  2.12801719e-06  3.26231909e-06 ... -4.17979097e-06
  -5.08798552e-06  1.60215640e-06]
 [ 3.23052120e-06  1.77183867e-06  2.53717828e-06 ... -4.13969660e-06
  -2.49245548e-06 -4.86175108e-06]]","['F7', 'F3', 'FZ', 'F4', 'F8', 'C3', 'C4', 'T7', 'CZ', 'T8', 'P3', 'PZ', 'P4', 'OZ', 'PO3', 'PO4']"
07_RCE_3,07_RCE_3,high,07,RCE,3,"[[-3.24124694e-06 -5.85587692e-06 -2.55009800e-07 ...  5.20360327e-06
   1.86287575e-05  3.23788571e-06]
 [ 1.90994537e-06 -5.75888872e-07 -5.06069422e-07 ... -3.29625154e-06
   3.70772338e-06 -6.13024426e-06]
 [ 2.56221604e-06 -7.03615725e-07  2.81473994e-07 ... -6.39978111e-07
   5.97209787e-06 -3.87255430e-06]
 ...
 [ 1.62241685e-06  1.89915299e-06  9.22467649e-07 ...  8.21966588e-07
  -6.51668930e-06  2.65690660e-06]
 [-1.94693744e-06  4.47605801e-06 -8.03030491e-07 ... -1.00334048e-06
  -5.88743973e-06 -2.05385351e-06]
 [ 1.12591553e-06  3.16987801e-06  2.19973373e-06 ...  1.48280072e-06
  -1.31178217e-05  6.55842257e-06]]","['F7', 'F3', 'FZ', 'F4', 'F8', 'C3', 'C4', 'T7', 'CZ', 'T8', 'P3', 'PZ', 'P4', 'OZ', 'PO3', 'PO4']"
07_RCE_4,07_RCE_4,high,07,RCE,4,"[[ 7.61324024e-06  5.13150358e-06  6.84248638e-06 ... -1.41365361e-06
  -7.99985290e-07 -6.83458757e-06]
 [ 4.95030308e-06  2.65665936e-06 -5.52465439e-06 ... -4.28994846e-06
  -6.53699255e-06 -3.18035197e-06]
 [ 7.07415104e-06  4.44883060e-06 -4.21107197e-06 ... -2.61644673e-06
  -5.16287041e-06 -3.34907627e-06]
 ...
 [-7.02546740e-06 -1.05024824e-05  2.14939475e-06 ...  2.81179905e-06
   1.01527510e-05 -5.03684998e-07]
 [-2.47154474e-07 -2.16514039e-06  2.96106291e-06 ...  3.19978070e-06
   1.13605773e-06  7.36880970e-06]
 [-1.04119873e-05 -2.19653583e-06  6.98701203e-07 ...  5.40812397e-06
   7.43110418e-06  4.89979124e-06]]","['F7', 'F3', 'FZ', 'F4', 'F8', 'C3', 'C4', 'T7', 'CZ', 'T8', 'P3', 'PZ', 'P4', 'OZ', 'PO3', 'PO4']"
07_RCE_5,07_RCE_5,high,07,RCE,5,"[[-7.49345899e-07 -6.68386042e-07 -6.48531437e-06 ...  6.86285353e-06
   1.68980408e-05  8.69943237e-06]
 [-7.72763872e-06 -6.29454994e-06 -6.75022602e-06 ...  5.18721724e-06
   1.09684410e-05  1.39069328e-05]
 [-7.28060198e-06 -7.67151546e-06 -7.75932121e-06 ...  6.56869555e-06
   1.30703259e-05  1.63724556e-05]
 ...
 [ 8.50994396e-06  4.06907892e-06  3.94741678e-06 ... -4.29700375e-06
  -8.45448780e-06 -7.18572807e-06]
 [ 5.24679995e-06  6.10692978e-06  5.04587746e-06 ... -8.77065241e-07
  -1.16983738e-05 -8.77836323e-06]
 [ 6.02867270e-06  3.99169636e-06  7.16152430e-06 ... -4.83754396e-06
  -9.05519867e-06 -1.05100994e-05]]","['F7', 'F3', 'FZ', 'F4', 'F8', 'C3', 'C4', 'T7', 'CZ', 'T8', 'P3', 'PZ', 'P4', 'OZ', 'PO3', 'PO4']"
07_RCE_6,07_RCE_6,high,07,RCE,6,"[[ 4.67146492e-06  5.44861460e-06  6.60708666e-06 ...  1.57244253e-06
  -1.79976964e-06  4.20495558e-06]
 [ 1.37410517e-05  7.66943216e-06  7.02135849e-06 ... -5.88379681e-07
  -3.60476899e-06  1.27154291e-06]
 [ 1.69957809e-05  1.16556044e-05  1.04385519e-05 ... -1.33115029e-06
  -2.37951350e-06  2.28675321e-07]
 ...
 [-7.86537027e-06 -1.26011789e-06 -1.91409361e-06 ...  1.95188749e-06
   6.43493366e-06  3.12406421e-06]
 [-6.39346218e-06 -4.38360691e-06 -5.01987457e-06 ... -6.19690597e-07
  -3.67788291e-06 -3.33805531e-07]
 [-5.98575020e-06 -2.57815170e-06 -2.66547179e-06 ... -1.81735265e-06
   6.80393791e-06 -4.44883204e-06]]","['F7', 'F3', 'FZ', 'F4', 'F8', 'C3', 'C4', 'T7', 'CZ', 'T8', 'P3', 'PZ', 'P4', 'OZ', 'PO3', 'PO4']"
07_RCE_7,07_RCE_7,high,07,RCE,7,"[[-6.99547386e-06 -2.67321444e-06  8.38117063e-07 ... -3.15004587e-06
   4.82722938e-07  2.79087424e-07]
 [ 1.87538350e-06  2.49323797e-06  2.60385573e-07 ... -3.24490499e-06
  -1.50857663e-06 -7.76714921e-07]
 [ 1.69206226e-06  1.91615367e-06 -8.68069589e-07 ... -1.67657363e-06
  -2.84311980e-07 -3.54646951e-07]
 ...
 [ 3.06206524e-07 -2.86364462e-08 -1.09944355e-06 ...  3.74483752e-06
   6.42158222e-06  3.48765492e-07]
 [-2.32300735e-06 -3.60187769e-07 -2.65179300e-06 ...  3.10294628e-07
  -1.21834850e-06 -5.98074138e-07]
 [ 2.00908923e-06  9.45448458e-07 -1.73304331e-06 ...  5.67195129e-06
   9.70207751e-07  2.37187219e-06]]","['F7', 'F3', 'FZ', 'F4', 'F8', 'C3', 'C4', 'T7', 'CZ', 'T8', 'P3', 'PZ', 'P4', 'OZ', 'PO3', 'PO4']"
07_RCE_8,07_RCE_8,high,07,RCE,8,"[[-6.24968100e-06  1.54668903e-06 -3.63297987e-06 ...  6.28944826e-06
   3.18945408e-06  2.93670321e-06]
 [-3.24816513e-06  3.02871299e-06  4.77957916e-06 ...  4.33871269e-06
   3.05278945e-06 -7.23380089e-07]
 [-1.58463824e-06  3.88875246e-06  4.76390553e-06 ...  3.91934943e-06
   2.40404296e-06 -9.92849171e-08]
 ...
 [ 2.81984162e-06  4.71429253e-06 -4.92641926e-06 ... -6.20839357e-06
  -5.56182909e-06  2.75927067e-07]
 [-1.60251212e-06  1.03956270e-06  1.35186839e-06 ... -1.44069839e-06
  -5.95262241e-06 -4.99020934e-07]
 [ 1.17407827e-05 -7.36624479e-06 -5.58823538e-06 ... -5.47630119e-06
  -1.41909456e-06  1.08041990e-06]]","['F7', 'F3', 'FZ', 'F4', 'F8', 'C3', 'C4', 'T7', 'CZ', 'T8', 'P3', 'PZ', 'P4', 'OZ', 'PO3', 'PO4']"
07_RCE_9,07_RCE_9,high,07,RCE,9,"[[-3.88604975e-06 -1.62277246e-06  5.65461814e-07 ...  1.25106144e-06
  -2.83407283e-06 -2.39688969e-06]
 [ 2.74521738e-07 -2.04178429e-06 -8.79305243e-07 ... -4.27727127e-06
  -1.77967012e-06 -4.57065344e-06]
 [-7.58472145e-07 -1.51173151e-06 -1.51800704e-06 ... -2.59812856e-06
  -1.73901129e-06 -3.41754746e-06]
 ...
 [-3.47205925e-06  3.19452858e-06 -3.49923420e-06 ...  1.30161009e-05
   9.41709137e-06  1.21668682e-05]
 [ 1.99489641e-06 -1.07632689e-07  8.96702588e-07 ... -1.05957198e-06
   1.33906889e-06  1.62858808e-06]
 [ 2.05059099e-06  3.20277309e-06  9.31315124e-07 ...  2.26574540e-06
   5.37752330e-07  4.74725056e-06]]","['F7', 'F3', 'FZ', 'F4', 'F8', 'C3', 'C4', 'T7', 'CZ', 'T8', 'P3', 'PZ', 'P4', 'OZ', 'PO3', 'PO4']"
07_RCE_10,07_RCE_10,high,07,RCE,10,"[[-9.61392343e-07 -9.11261320e-07 -1.23748875e-06 ...  7.93530643e-07
   3.99351430e-06  4.58395100e-06]
 [-2.53755474e-06 -4.12166023e-06 -4.46609926e-06 ...  4.01171207e-06
   7.67736578e-06  2.87517858e-06]
 [-1.73932159e-06 -1.62083054e-06 -3.32827592e-06 ...  5.24829674e-06
   9.75276089e-06  4.75794888e-06]
 ...
 [ 9.46724415e-06  1.07679863e-05  1.37326260e-05 ... -9.95729744e-07
  -2.83015871e-06 -3.23784351e-06]
 [ 2.08601856e-06 -3.04668856e-06  1.40073621e-06 ... -3.09724808e-06
  -4.30335426e-06 -8.06849289e-06]
 [ 8.95965755e-07  7.34739161e-06  2.81248832e-06 ... -2.10075617e-06
  -4.92103910e-06 -2.14456543e-07]]","['F7', 'F3', 'FZ', 'F4', 'F8', 'C3', 'C4', 'T7', 'CZ', 'T8', 'P3', 'PZ', 'P4', 'OZ', 'PO3', 'PO4']"
07_RCE_11,07_RCE_11,high,07,RCE,11,"[[ 9.29505110e-07  1.72951770e-06  2.75034499e-06 ...  7.34124422e-06
   3.85450172e-06  1.88968873e-06]
 [ 4.26548100e-06  2.19920158e-06  1.77034962e-06 ...  3.42324948e-06
   3.28568220e-06  1.49724329e-06]
 [ 5.03682756e-06  1.69152582e-06  2.33428741e-06 ...  6.37390947e-06
   5.34878683e-06  2.56339025e-06]
 ...
 [ 2.01847959e-06 -4.24380350e-06 -7.78354824e-07 ...  2.53304553e-06
  -1.57936251e-06 -1.06105709e-06]
 [-3.59018564e-06 -3.81226873e-06 -6.01602697e-06 ... -7.80487633e-06
  -4.17594051e-06 -2.74777651e-07]
 [-8.45238864e-07 -1.52847901e-07  6.65884137e-07 ... -1.68133104e-06
  -8.71534109e-07 -1.09780955e-06]]","['F7', 'F3', 'FZ', 'F4', 'F8', 'C3', 'C4', 'T7', 'CZ', 'T8', 'P3', 'PZ', 'P4', 'OZ', 'PO3', 'PO4']"
07_RCE_12,07_RCE_12,high,07,RCE,12,"[[-2.89419651e-06  6.32100940e-07  2.11645579e-06 ...  4.70854044e-06
   2.92911410e-06  4.02270555e-06]
 [-1.41926396e-06  4.59023094e-06  8.31689644e-06 ...  6.00412035e-06
   8.83537388e-06  7.13132286e-06]
 [ 1.05474278e-07  6.59317970e-06  1.03326178e-05 ...  4.81591654e-06
   7.74668789e-06  6.65442991e-06]
 ...
 [ 3.79048324e-06 -1.34159887e-06 -3.76968122e-06 ... -6.47442579e-06
  -1.03381338e-05 -8.07061672e-06]
 [ 4.16118026e-07 -2.37990522e-06 -5.38951015e-06 ... -6.82054377e-06
  -7.80176640e-06 -6.71042204e-06]
 [ 6.98442221e-06 -6.27992094e-07 -3.32338142e-06 ... -5.45090628e-06
  -6.69961309e-06 -5.23696852e-06]]","['F7', 'F3', 'FZ', 'F4', 'F8', 'C3', 'C4', 'T7', 'CZ', 'T8', 'P3', 'PZ', 'P4', 'OZ', 'PO3', 'PO4']"
07_RCE_13,07_RCE_13,high,07,RCE,13,"[[ 5.33324862e-06  3.27707148e-06  1.57182825e-06 ... -5.83392859e-06
   3.75980115e-06  4.81739330e-06]
 [ 6.55192327e-06  6.24686813e-06  5.96168280e-06 ...  1.42459965e-06
   2.31894588e-06  1.87276065e-06]
 [ 5.77177000e-06  5.79047203e-06  6.47760010e-06 ... -1.06643856e-06
   1.41068482e-06  1.08475730e-07]
 ...
 [-9.94426155e-06 -7.22503614e-06 -7.18753624e-06 ... -8.00781918e-06
  -2.95499682e-06 -4.70615387e-06]
 [-8.70248699e-06 -7.06234550e-06 -6.70441866e-06 ...  9.00835156e-07
  -3.80211973e-06 -3.36290026e-06]
 [-5.77151680e-06 -6.14439392e-06 -3.12562823e-06 ...  6.80852771e-07
  -4.47401571e-06 -4.35665321e-06]]","['F7', 'F3', 'FZ', 'F4', 'F8', 'C3', 'C4', 'T7', 'CZ', 'T8', 'P3', 'PZ', 'P4', 'OZ', 'PO3', 'PO4']"
07_RCE_14,07_RCE_14,high,07,RCE,14,"[[ 4.64423323e-06  8.54232025e-06  5.48879802e-07 ...  2.44630909e-06
  -7.26785231e-06 -5.15778065e-06]
 [-9.92010891e-07 -2.51593500e-07 -8.15404952e-07 ...  1.05569863e-06
  -6.39912558e-06 -2.89999104e-06]
 [-2.07710576e-06 -1.78008950e-06 -1.76560962e-06 ...  3.06223750e-06
  -7.46586990e-06 -1.88995624e-06]
 ...
 [-2.43561673e-06 -3.65438318e-06  1.47196925e-06 ...  2.45010145e-08
  -8.91237110e-08  2.87215376e-06]
 [-3.50676727e-06 -6.71620417e-06  2.62796855e-06 ... -5.35760403e-06
   2.77812123e-06 -2.46565151e-06]
 [-1.48957342e-07 -3.35983253e-06 -1.97658801e-06 ... -2.50816166e-07
   8.91870975e-06  6.20270395e-06]]","['F7', 'F3', 'FZ', 'F4', 'F8', 'C3', 'C4', 'T7', 'CZ', 'T8', 'P3', 'PZ', 'P4', 'OZ', 'PO3', 'PO4']"
07_RCE_15,07_RCE_15,high,07,RCE,15,"[[-2.79970527e-06 -3.84118319e-06  3.86075377e-06 ...  6.03909159e-06
   4.91037846e-06  2.24031186e-06]
 [-1.84112072e-06 -3.04528522e-06  4.63165665e-06 ...  8.32259417e-07
  -1.34029245e-06 -1.52072716e-06]
 [-1.47917783e-06 -2.29201627e-06  5.61832523e-06 ... -5.88763118e-07
  -2.48026586e-06 -1.60466075e-06]
 ...
 [ 1.89598143e-06  1.24092615e-06 -2.29870009e-06 ... -2.01915097e-06
   1.39016151e-06  1.81794560e-06]
 [-4.95779365e-07 -2.05804896e-06 -4.18331718e-06 ... -6.11579943e-06
  -3.38204288e-06 -7.19827366e-06]
 [ 3.95631146e-06  5.99638557e-06 -5.92808294e-06 ... -3.17015553e-06
  -2.01505518e-06  1.86536539e-06]]","['F7', 'F3', 'FZ', 'F4', 'F8', 'C3', 'C4', 'T7', 'CZ', 'T8', 'P3', 'PZ', 'P4', 'OZ', 'PO3', 'PO4']"
07_RCE_16,07_RCE_16,high,07,RCE,16,"[[ 5.61636829e-06  4.18591785e-06  4.82409382e-06 ...  1.33135490e-05
   4.94957352e-06 -2.16888804e-08]
 [ 1.99693668e-06 -4.97564840e-06 -3.26398683e-06 ...  1.50118723e-05
   1.05490818e-05  5.41550112e-06]
 [ 2.17510867e-06 -6.04564667e-06 -3.33820033e-06 ...  1.65890789e-05
   1.26909103e-05  7.27981997e-06]
 ...
 [-2.87428284e-06  5.48003960e-06 -6.71201050e-07 ... -1.96113338e-05
  -1.03757467e-05 -6.17311144e-06]
 [-9.40059185e-06  1.13126111e-06 -8.99323273e-06 ... -1.67729244e-05
  -8.89542294e-06 -5.39117002e-06]
 [-7.02907503e-07 -1.56897175e-06  4.93811703e-06 ... -1.01452646e-05
  -5.31164265e-06  1.23239064e-06]]","['F7', 'F3', 'FZ', 'F4', 'F8', 'C3', 'C4', 'T7', 'CZ', 'T8', 'P3', 'PZ', 'P4', 'OZ', 'PO3', 'PO4']"
07_RCE_17,07_RCE_17,high,07,RCE,17,"[[-7.91989923e-07 -2.05531716e-07  2.10100627e-06 ... -3.73549080e-06
  -8.88794231e-06  3.16675544e-06]
 [ 6.37448311e-07  4.05890894e-06  2.41094828e-06 ...  1.06649208e-06
  -1.26991892e-06  9.57887590e-07]
 [ 1.59534383e-06  5.42195511e-06  3.16277409e-06 ...  1.07380199e-06
   5.67818344e-07  1.62731874e-06]
 ...
 [ 1.55797511e-07 -2.50759959e-06 -1.51429653e-06 ... -3.22657084e-06
   4.25635481e-06 -3.20189643e-06]
 [-4.23437446e-07 -1.08040464e-06 -1.49863255e-06 ...  4.37654066e-06
   4.32354736e-06  2.22614217e-06]
 [ 3.59001803e-06 -2.29489923e-06 -1.02427757e-06 ... -1.34656712e-07
   5.34572840e-06 -1.94579589e-06]]","['F7', 'F3', 'FZ', 'F4', 'F8', 'C3', 'C4', 'T7', 'CZ', 'T8', 'P3', 'PZ', 'P4', 'OZ', 'PO3', 'PO4']"
07_IND1_0,07_IND1_0,high,07,IND1,0,"[[-1.39182911e-05 -1.05091934e-05 -5.57897472e-06 ... -6.20556831e-06
  -8.99950695e-06 -9.82488060e-06]
 [ 3.62736511e-06  6.65692616e-06  5.78805017e-06 ...  9.25813437e-07
  -3.18010139e-06 -1.78894663e-06]
 [ 4.03350306e-06  5.38869667e-06  6.04263210e-06 ... -6.12818897e-07
  -5.19845152e-06 -5.42453766e-06]
 ...
 [-3.69787741e-06 -7.59565830e-06 -5.86129665e-06 ... -1.20627832e-06
   1.40949857e-06 -8.68827164e-07]
 [ 5.15450716e-06  4.59177542e-06  1.05143058e-06 ...  4.69652367e-06
   7.12954760e-06  7.37809467e-06]
 [ 4.51781797e-06 -1.85691321e-06 -2.06994176e-06 ... -2.78001237e-06
   2.75113344e-06 -1.39541435e-06]]","['F7', 'F3', 'FZ', 'F4', 'F8', 'C3', 'C4', 'T7', 'CZ', 'T8', 'P3', 'PZ', 'P4', 'OZ', 'PO3', 'PO4']"
07_IND1_1,07_IND1_1,high,07,IND1,1,"[[-1.25200281e-05 -7.06378126e-06 -6.70984888e-06 ... -8.64159012e-06
  -8.29584789e-06 -8.57923031e-06]
 [-2.53035998e-06 -2.90145016e-06 -2.55095673e-06 ... -9.48845968e-08
  -7.62914836e-07 -6.91483212e-06]
 [-2.76680493e-06 -5.76298141e-06 -3.59500337e-06 ... -2.68077254e-06
  -3.74242187e-06 -7.42337704e-06]
 ...
 [ 3.62921309e-06  1.99972427e-06  3.00046158e-06 ...  2.65236235e-06
  -3.12449503e-06  7.20365810e-06]
 [ 3.82338142e-06  7.82344675e-06  3.50203109e-06 ...  9.46131706e-06
   5.15825844e-06  7.14193392e-06]
 [ 6.42957306e-06 -1.24891126e-06  1.35195208e-06 ... -1.08216345e-06
  -6.44890606e-07  7.90809011e-06]]","['F7', 'F3', 'FZ', 'F4', 'F8', 'C3', 'C4', 'T7', 'CZ', 'T8', 'P3', 'PZ', 'P4', 'OZ', 'PO3', 'PO4']"
07_IND1_2,07_IND1_2,high,07,IND1,2,"[[-6.38125086e-06 -7.39421749e-06 -9.33981419e-06 ... -9.68457699e-07
  -2.78107852e-07 -1.40465724e-06]
 [-7.79762268e-06 -1.03211451e-05 -1.31835718e-05 ... -1.48383355e-06
   1.70549834e-06  1.35592252e-07]
 [-1.00691595e-05 -1.18481245e-05 -1.57315140e-05 ...  3.08756500e-07
   6.76542222e-07  9.44270849e-07]
 ...
 [ 7.98563480e-06  1.18730154e-05  1.31324606e-05 ...  5.50123549e-06
  -6.39938641e-06  4.67990726e-07]
 [ 7.02834654e-06  7.01095295e-06  1.42594452e-05 ... -2.49070644e-06
  -1.78092682e-06 -1.99406296e-07]
 [ 3.29854178e-06  7.62321091e-06  7.58630800e-06 ...  3.50172234e-06
  -7.40053594e-07  1.63698721e-06]]","['F7', 'F3', 'FZ', 'F4', 'F8', 'C3', 'C4', 'T7', 'CZ', 'T8', 'P3', 'PZ', 'P4', 'OZ', 'PO3', 'PO4']"
07_IND1_3,07_IND1_3,high,07,IND1,3,"[[-1.55172265e-06  2.37533808e-07  1.47072971e-06 ... -4.85912848e-06
  -6.71808147e-06 -6.07831001e-06]
 [ 1.05101073e-06 -2.44366497e-07  2.01367453e-07 ... -4.21999454e-06
  -1.61645019e-06 -2.02553296e-06]
 [ 1.79992825e-07 -1.22758634e-08 -3.49257499e-07 ... -1.83595157e-06
   5.44307292e-07 -1.29165399e-06]
 ...
 [-4.06319618e-06  1.43102086e-06 -1.88839722e-06 ...  6.31509733e-06
   2.16381407e-06  2.41867781e-06]
 [ 1.53243959e-06  2.86867666e-06 -1.23756099e-06 ...  6.37642956e-06
   3.67122102e-06  7.11759806e-06]
 [ 9.84820247e-07 -1.97062552e-06  1.43143857e-06 ...  5.16065216e-06
   4.46523857e-06  1.22487128e-06]]","['F7', 'F3', 'FZ', 'F4', 'F8', 'C3', 'C4', 'T7', 'CZ', 'T8', 'P3', 'PZ', 'P4', 'OZ', 'PO3', 'PO4']"
07_IND1_4,07_IND1_4,high,07,IND1,4,"[[-4.48614502e-06 -6.52815282e-07 -2.85891938e-06 ... -3.51808739e-06
  -1.86310637e-06 -1.72224450e-06]
 [-1.77590358e-06 -1.69746840e-06 -3.31846619e-06 ... -1.06345010e-06
   2.23345399e-06 -2.96557498e-06]
 [-2.96291661e-06  3.33863527e-07 -2.51570010e-06 ... -1.42717826e-06
   4.13981974e-07 -2.98138976e-06]
 ...
 [-8.57705414e-07  2.73327065e-06  2.51036787e-06 ...  2.98981142e-06
  -4.01323891e-06  6.13547707e-06]
 [ 6.36951447e-06  1.60252643e-06  4.42656898e-06 ...  1.94695425e-06
   6.31319702e-07 -1.02718361e-07]
 [-3.65339696e-07  1.87900722e-06  3.84102798e-06 ...  3.30276394e-06
  -1.47167706e-06  6.24714994e-06]]","['F7', 'F3', 'FZ', 'F4', 'F8', 'C3', 'C4', 'T7', 'CZ', 'T8', 'P3', 'PZ', 'P4', 'OZ', 'PO3', 'PO4']"
07_IND1_5,07_IND1_5,high,07,IND1,5,"[[ 3.52968216e-06  8.33779812e-07 -1.06615889e-06 ...  1.36696796e-05
   3.79621887e-06  8.40021801e-06]
 [-3.78359652e-06 -2.87267280e-06 -2.39643264e-06 ...  7.06602716e-06
   3.63802862e-06  3.67479157e-06]
 [-4.18922377e-06 -2.03345728e-06 -3.06258130e-06 ...  7.34704494e-06
   4.38354588e-06  4.35233402e-06]
 ...
 [ 3.36411810e-06  4.97197485e-06  3.88182569e-06 ... -5.19596624e-06
  -8.24338734e-07 -5.12655544e-06]
 [-1.37568474e-06 -3.91242313e-06  1.36542881e-06 ... -1.27466087e-05
  -3.55160165e-06 -1.22137375e-05]
 [ 3.59493995e-06  7.14012671e-06  3.33443618e-06 ... -7.94524622e-06
  -3.72872615e-06  7.35944808e-08]]","['F7', 'F3', 'FZ', 'F4', 'F8', 'C3', 'C4', 'T7', 'CZ', 'T8', 'P3', 'PZ', 'P4', 'OZ', 'PO3', 'PO4']"
07_IND1_6,07_IND1_6,high,07,IND1,6,"[[ 1.26908131e-05  9.70937157e-06  8.75901699e-06 ... -5.58206022e-07
  -1.24703074e-06 -4.04008293e-06]
 [ 4.01525116e-06  5.12953806e-06  5.72601891e-06 ...  7.44058371e-06
   2.23408318e-06 -5.26619792e-07]
 [ 3.89916968e-06  4.53850698e-06  6.75034618e-06 ...  5.86446524e-06
   3.94734335e-06  2.74200726e-06]
 ...
 [-5.11762762e-06 -5.01924944e-06 -5.08343697e-06 ... -1.17576046e-05
   3.44289517e-06  5.76006889e-06]
 [-1.10589828e-05 -9.41121387e-06 -1.28043823e-05 ...  1.91203445e-07
  -5.32048881e-07 -1.62421656e-06]
 [-3.38111567e-06 -4.35729790e-06 -1.68994772e-06 ... -1.05120420e-05
   1.43947375e-06  3.05314636e-06]]","['F7', 'F3', 'FZ', 'F4', 'F8', 'C3', 'C4', 'T7', 'CZ', 'T8', 'P3', 'PZ', 'P4', 'OZ', 'PO3', 'PO4']"
