Group,Condition,Subject_i,Subject_j,Window_i,Window_j,Distance,Subject_ij
high,ROE,02,11,11,11,8.816453140626693,"('02', '11')"
high,ROE,02,13,11,11,8.485774488715299,"('02', '13')"
high,ROE,02,14,11,11,7.737461121921815,"('02', '14')"
high,ROE,02,15,11,11,8.339229035858159,"('02', '15')"
high,ROE,02,16,11,11,11.106154030578296,"('02', '16')"
high,ROE,02,01,12,12,8.980206418487645,"('02', '01')"
high,ROE,02,02,12,12,0.0,"('02', '02')"
high,ROE,02,03,12,12,7.3274751343877,"('02', '03')"
high,ROE,02,04,12,12,9.616158467910301,"('02', '04')"
high,ROE,02,05,12,12,9.213873869072819,"('02', '05')"
high,ROE,02,06,12,12,5.802652410924881,"('02', '06')"
high,ROE,02,07,12,12,6.171355172210974,"('02', '07')"
high,ROE,02,08,12,12,8.65546543497094,"('02', '08')"
high,ROE,02,09,12,12,7.572995380136207,"('02', '09')"
high,ROE,02,10,12,12,9.186568550619201,"('02', '10')"
high,ROE,02,11,12,12,8.24258740717352,"('02', '11')"
high,ROE,02,13,12,12,7.217155243047045,"('02', '13')"
high,ROE,02,14,12,12,8.097822749300326,"('02', '14')"
high,ROE,02,15,12,12,8.079548089302905,"('02', '15')"
high,ROE,02,16,12,12,7.962581493203923,"('02', '16')"
high,ROE,02,01,13,13,9.05411322003097,"('02', '01')"
high,ROE,02,02,13,13,0.0,"('02', '02')"
high,ROE,02,03,13,13,7.3311115446394535,"('02', '03')"
high,ROE,02,04,13,13,9.44825561372383,"('02', '04')"
high,ROE,02,05,13,13,9.414371949038257,"('02', '05')"
high,ROE,02,06,13,13,6.821379373424854,"('02', '06')"
high,ROE,02,07,13,13,5.7005326660380335,"('02', '07')"
high,ROE,02,08,13,13,8.07047045301694,"('02', '08')"
high,ROE,02,09,13,13,6.503316427403393,"('02', '09')"
high,ROE,02,10,13,13,8.784248875305725,"('02', '10')"
high,ROE,02,11,13,13,7.593131181210042,"('02', '11')"
high,ROE,02,13,13,13,7.733620696393297,"('02', '13')"
high,ROE,02,14,13,13,8.082654264328378,"('02', '14')"
high,ROE,02,15,13,13,8.575452182899383,"('02', '15')"
high,ROE,02,16,13,13,8.153467130292444,"('02', '16')"
high,ROE,02,01,14,14,10.719177222843818,"('02', '01')"
high,ROE,02,02,14,14,0.0,"('02', '02')"
high,ROE,02,03,14,14,9.743421729781693,"('02', '03')"
high,ROE,02,04,14,14,9.010996117176573,"('02', '04')"
high,ROE,02,05,14,14,9.267736940924076,"('02', '05')"
high,ROE,02,06,14,14,8.516386378821872,"('02', '06')"
high,ROE,02,07,14,14,8.774651106125116,"('02', '07')"
high,ROE,02,08,14,14,9.59071015198213,"('02', '08')"
high,ROE,02,09,14,14,9.598566936563312,"('02', '09')"
high,ROE,02,10,14,14,11.631836494215094,"('02', '10')"
high,ROE,02,11,14,14,11.493815397359308,"('02', '11')"
high,ROE,02,13,14,14,10.519895737615869,"('02', '13')"
high,ROE,02,14,14,14,8.432288207726254,"('02', '14')"
high,ROE,02,15,14,14,9.748953666468422,"('02', '15')"
high,ROE,02,16,14,14,12.627728451376882,"('02', '16')"
high,ROE,02,01,15,15,8.537646156597102,"('02', '01')"
high,ROE,02,02,15,15,0.0,"('02', '02')"
high,ROE,02,03,15,15,8.270084087181303,"('02', '03')"
high,ROE,02,04,15,15,9.301575439086848,"('02', '04')"
high,ROE,02,05,15,15,10.203472036023344,"('02', '05')"
high,ROE,02,06,15,15,6.687790391950567,"('02', '06')"
high,ROE,02,07,15,15,7.414590789919122,"('02', '07')"
high,ROE,02,08,15,15,9.60272620901862,"('02', '08')"
high,ROE,02,09,15,15,7.394665136677026,"('02', '09')"
high,ROE,02,10,15,15,10.463096125867642,"('02', '10')"
high,ROE,02,11,15,15,8.787340794792469,"('02', '11')"
high,ROE,02,13,15,15,9.175525858715934,"('02', '13')"
high,ROE,02,14,15,15,8.396223638987014,"('02', '14')"
high,ROE,02,15,15,15,8.842982574125028,"('02', '15')"
high,ROE,02,16,15,15,8.71663775391956,"('02', '16')"
high,ROE,02,01,16,16,7.715971313137911,"('02', '01')"
high,ROE,02,02,16,16,0.0,"('02', '02')"
high,ROE,02,03,16,16,5.592348296355313,"('02', '03')"
high,ROE,02,04,16,16,6.0998147759393335,"('02', '04')"
high,ROE,02,05,16,16,7.254082319670474,"('02', '05')"
high,ROE,02,06,16,16,5.861961876456379,"('02', '06')"
high,ROE,02,07,16,16,6.084628613394313,"('02', '07')"
high,ROE,02,08,16,16,6.422672986170612,"('02', '08')"
high,ROE,02,09,16,16,5.283553205425217,"('02', '09')"
high,ROE,02,10,16,16,6.797078355726596,"('02', '10')"
high,ROE,02,11,16,16,6.659351424391115,"('02', '11')"
high,ROE,02,13,16,16,6.169103071761747,"('02', '13')"
high,ROE,02,14,16,16,7.550685747975882,"('02', '14')"
high,ROE,02,15,16,16,6.0067941979756245,"('02', '15')"
high,ROE,02,16,16,16,5.727716781703445,"('02', '16')"
high,ROE,02,01,17,17,7.297451257839623,"('02', '01')"
high,ROE,02,02,17,17,0.0,"('02', '02')"
high,ROE,02,03,17,17,4.949222912319435,"('02', '03')"
high,ROE,02,04,17,17,7.5721205376466365,"('02', '04')"
high,ROE,02,05,17,17,6.641493292678278,"('02', '05')"
high,ROE,02,06,17,17,4.579529174167152,"('02', '06')"
high,ROE,02,07,17,17,5.725439931129905,"('02', '07')"
high,ROE,02,08,17,17,6.36434928924258,"('02', '08')"
high,ROE,02,09,17,17,4.518873398041435,"('02', '09')"
high,ROE,02,10,17,17,6.7569931561658425,"('02', '10')"
high,ROE,02,11,17,17,7.041520835673144,"('02', '11')"
high,ROE,02,13,17,17,6.34364064574935,"('02', '13')"
high,ROE,02,14,17,17,5.437295773830156,"('02', '14')"
high,ROE,02,15,17,17,5.1500237945277,"('02', '15')"
high,ROE,02,16,17,17,6.887631391984495,"('02', '16')"
high,ROE,03,01,0,0,8.214360156845567,"('03', '01')"
high,ROE,03,02,0,0,6.532415712079384,"('03', '02')"
high,ROE,03,03,0,0,0.0,"('03', '03')"
high,ROE,03,04,0,0,4.038518423380327,"('03', '04')"
high,ROE,03,05,0,0,7.110623235012703,"('03', '05')"
high,ROE,03,06,0,0,6.20472481073825,"('03', '06')"
high,ROE,03,07,0,0,4.558713048590074,"('03', '07')"
high,ROE,03,08,0,0,6.752803114643623,"('03', '08')"
high,ROE,03,09,0,0,4.186957583695358,"('03', '09')"
high,ROE,03,10,0,0,5.142169203007773,"('03', '10')"
high,ROE,03,11,0,0,6.421241793118558,"('03', '11')"
high,ROE,03,13,0,0,5.987098244888463,"('03', '13')"
high,ROE,03,14,0,0,6.5833018076742364,"('03', '14')"
high,ROE,03,15,0,0,3.707976336361145,"('03', '15')"
high,ROE,03,16,0,0,7.198454383372054,"('03', '16')"
high,ROE,03,01,1,1,7.935901632345805,"('03', '01')"
high,ROE,03,02,1,1,7.096104786231834,"('03', '02')"
high,ROE,03,03,1,1,0.0,"('03', '03')"
high,ROE,03,04,1,1,5.80580392511335,"('03', '04')"
high,ROE,03,05,1,1,5.95368637539583,"('03', '05')"
high,ROE,03,06,1,1,5.331851301345293,"('03', '06')"
high,ROE,03,07,1,1,5.934125834830656,"('03', '07')"
high,ROE,03,08,1,1,6.778434754689913,"('03', '08')"
high,ROE,03,09,1,1,3.99739106323167,"('03', '09')"
high,ROE,03,10,1,1,6.641869429251846,"('03', '10')"
high,ROE,03,11,1,1,6.3715239214478885,"('03', '11')"
high,ROE,03,13,1,1,5.334698859361423,"('03', '13')"
high,ROE,03,14,1,1,5.619358368305324,"('03', '14')"
high,ROE,03,15,1,1,5.917747837025243,"('03', '15')"
high,ROE,03,16,1,1,6.515173147529505,"('03', '16')"
high,ROE,03,01,2,2,7.75584838344227,"('03', '01')"
high,ROE,03,02,2,2,6.491128319218413,"('03', '02')"
high,ROE,03,03,2,2,0.0,"('03', '03')"
high,ROE,03,04,2,2,7.692276361637959,"('03', '04')"
high,ROE,03,05,2,2,6.757444555504745,"('03', '05')"
high,ROE,03,06,2,2,6.205488928300805,"('03', '06')"
high,ROE,03,07,2,2,6.9574445124234385,"('03', '07')"
high,ROE,03,08,2,2,6.4653313138818875,"('03', '08')"
high,ROE,03,09,2,2,5.246806434202806,"('03', '09')"
high,ROE,03,10,2,2,5.871873391936432,"('03', '10')"
high,ROE,03,11,2,2,4.885449506165597,"('03', '11')"
high,ROE,03,13,2,2,5.033995031838682,"('03', '13')"
high,ROE,03,14,2,2,9.359896638758132,"('03', '14')"
high,ROE,03,15,2,2,5.901034210970928,"('03', '15')"
high,ROE,03,16,2,2,5.815982162441189,"('03', '16')"
high,ROE,03,01,3,3,6.831273668967314,"('03', '01')"
high,ROE,03,02,3,3,5.731103279355344,"('03', '02')"
high,ROE,03,03,3,3,0.0,"('03', '03')"
high,ROE,03,04,3,3,6.126160308510209,"('03', '04')"
high,ROE,03,05,3,3,7.334074424180411,"('03', '05')"
high,ROE,03,06,3,3,5.001438472289056,"('03', '06')"
high,ROE,03,07,3,3,6.710874483484079,"('03', '07')"
high,ROE,03,08,3,3,6.5684997960502125,"('03', '08')"
high,ROE,03,09,3,3,4.6195756356046,"('03', '09')"
high,ROE,03,10,3,3,6.028153667452843,"('03', '10')"
high,ROE,03,11,3,3,5.753434037938359,"('03', '11')"
high,ROE,03,13,3,3,5.512721522913578,"('03', '13')"
high,ROE,03,14,3,3,11.152828260440753,"('03', '14')"
high,ROE,03,15,3,3,6.519059704712674,"('03', '15')"
high,ROE,03,16,3,3,5.058362889058967,"('03', '16')"
high,ROE,03,01,4,4,7.3595374239577485,"('03', '01')"
high,ROE,03,02,4,4,4.096382288933597,"('03', '02')"
high,ROE,03,03,4,4,0.0,"('03', '03')"
high,ROE,03,04,4,4,6.652971262984293,"('03', '04')"
high,ROE,03,05,4,4,5.685546964903282,"('03', '05')"
high,ROE,03,06,4,4,4.266198335491155,"('03', '06')"
high,ROE,03,07,4,4,5.418893149635203,"('03', '07')"
high,ROE,03,08,4,4,6.655171576144139,"('03', '08')"
high,ROE,03,09,4,4,3.815424777147985,"('03', '09')"
high,ROE,03,10,4,4,6.6650024308894835,"('03', '10')"
high,ROE,03,11,4,4,6.392889143335196,"('03', '11')"
high,ROE,03,13,4,4,4.67917330059267,"('03', '13')"
high,ROE,03,14,4,4,9.556939454004072,"('03', '14')"
high,ROE,03,15,4,4,4.673377606269275,"('03', '15')"
high,ROE,03,16,4,4,5.674319060967762,"('03', '16')"
high,ROE,03,01,5,5,7.139625439665439,"('03', '01')"
high,ROE,03,02,5,5,3.882243983991647,"('03', '02')"
high,ROE,03,03,5,5,0.0,"('03', '03')"
high,ROE,03,04,5,5,5.844176379207235,"('03', '04')"
high,ROE,03,05,5,5,7.684181729285889,"('03', '05')"
high,ROE,03,06,5,5,4.600011678919581,"('03', '06')"
high,ROE,03,07,5,5,4.674767106030859,"('03', '07')"
high,ROE,03,08,5,5,5.871890766587285,"('03', '08')"
high,ROE,03,09,5,5,4.488592411316819,"('03', '09')"
high,ROE,03,10,5,5,6.35132282901987,"('03', '10')"
high,ROE,03,11,5,5,6.771622025710401,"('03', '11')"
high,ROE,03,13,5,5,4.612658942423366,"('03', '13')"
high,ROE,03,14,5,5,9.823587291504609,"('03', '14')"
high,ROE,03,15,5,5,4.593085863954766,"('03', '15')"
high,ROE,03,16,5,5,6.13053255960469,"('03', '16')"
high,ROE,03,01,6,6,7.516620820786699,"('03', '01')"
high,ROE,03,02,6,6,6.852994176635989,"('03', '02')"
high,ROE,03,03,6,6,0.0,"('03', '03')"
high,ROE,03,04,6,6,5.262362293004634,"('03', '04')"
high,ROE,03,05,6,6,7.650366979371218,"('03', '05')"
high,ROE,03,06,6,6,4.816532869393736,"('03', '06')"
high,ROE,03,07,6,6,5.912873697055005,"('03', '07')"
high,ROE,03,08,6,6,6.108841312441358,"('03', '08')"
high,ROE,03,09,6,6,5.258769025018031,"('03', '09')"
high,ROE,03,10,6,6,7.803114708569875,"('03', '10')"
high,ROE,03,11,6,6,8.920940076351275,"('03', '11')"
high,ROE,03,13,6,6,5.634551639454303,"('03', '13')"
high,ROE,03,14,6,6,8.961395376145349,"('03', '14')"
high,ROE,03,15,6,6,5.661759476884943,"('03', '15')"
high,ROE,03,16,6,6,5.394751360258813,"('03', '16')"
high,ROE,03,01,7,7,7.719036266831469,"('03', '01')"
high,ROE,03,02,7,7,6.297640482228446,"('03', '02')"
high,ROE,03,03,7,7,0.0,"('03', '03')"
high,ROE,03,04,7,7,6.155822179539059,"('03', '04')"
high,ROE,03,05,7,7,7.27216900193575,"('03', '05')"
high,ROE,03,06,7,7,5.226232966879927,"('03', '06')"
high,ROE,03,07,7,7,5.4457460614165365,"('03', '07')"
high,ROE,03,08,7,7,6.075802050342701,"('03', '08')"
high,ROE,03,09,7,7,4.2432077448669565,"('03', '09')"
high,ROE,03,10,7,7,7.4592405377371716,"('03', '10')"
high,ROE,03,11,7,7,6.982567359144431,"('03', '11')"
high,ROE,03,13,7,7,5.067085341212051,"('03', '13')"
high,ROE,03,14,7,7,8.59271793784069,"('03', '14')"
high,ROE,03,15,7,7,5.521465104106746,"('03', '15')"
high,ROE,03,16,7,7,4.523071248256112,"('03', '16')"
high,ROE,03,01,8,8,6.827858253719791,"('03', '01')"
high,ROE,03,02,8,8,6.959084051266201,"('03', '02')"
high,ROE,03,03,8,8,0.0,"('03', '03')"
high,ROE,03,04,8,8,7.1206887551337665,"('03', '04')"
high,ROE,03,05,8,8,8.362604525966107,"('03', '05')"
high,ROE,03,06,8,8,4.774454168358725,"('03', '06')"
high,ROE,03,07,8,8,6.344215684276789,"('03', '07')"
high,ROE,03,08,8,8,6.176219604475648,"('03', '08')"
high,ROE,03,09,8,8,4.919675608767143,"('03', '09')"
high,ROE,03,10,8,8,4.9750030590860845,"('03', '10')"
high,ROE,03,11,8,8,6.918743180227944,"('03', '11')"
high,ROE,03,13,8,8,7.144046174233535,"('03', '13')"
high,ROE,03,14,8,8,8.886664464150083,"('03', '14')"
high,ROE,03,15,8,8,5.632209312008142,"('03', '15')"
high,ROE,03,16,8,8,4.988442096566296,"('03', '16')"
high,ROE,03,01,9,9,6.919334912998452,"('03', '01')"
high,ROE,03,02,9,9,8.311500725920244,"('03', '02')"
high,ROE,03,03,9,9,0.0,"('03', '03')"
high,ROE,03,04,9,9,6.617096637072712,"('03', '04')"
high,ROE,03,05,9,9,8.618580716358947,"('03', '05')"
high,ROE,03,06,9,9,4.7586599200666075,"('03', '06')"
high,ROE,03,07,9,9,7.552465252721355,"('03', '07')"
high,ROE,03,08,9,9,7.261157923351264,"('03', '08')"
high,ROE,03,09,9,9,4.82403252039808,"('03', '09')"
high,ROE,03,10,9,9,4.355307081600879,"('03', '10')"
high,ROE,03,11,9,9,5.4407062202319745,"('03', '11')"
high,ROE,03,13,9,9,6.901782969602698,"('03', '13')"
high,ROE,03,14,9,9,9.487940730494541,"('03', '14')"
high,ROE,03,15,9,9,5.373283582871771,"('03', '15')"
high,ROE,03,16,9,9,7.173184874130019,"('03', '16')"
high,ROE,03,01,10,10,7.5046875587896515,"('03', '01')"
high,ROE,03,02,10,10,6.134465534426009,"('03', '02')"
high,ROE,03,03,10,10,0.0,"('03', '03')"
high,ROE,03,04,10,10,6.286904456491612,"('03', '04')"
high,ROE,03,05,10,10,7.956643542360329,"('03', '05')"
high,ROE,03,06,10,10,5.389195031812633,"('03', '06')"
high,ROE,03,07,10,10,5.003821730275678,"('03', '07')"
high,ROE,03,08,10,10,6.788007003167497,"('03', '08')"
high,ROE,03,09,10,10,6.104249820288786,"('03', '09')"
high,ROE,03,10,10,10,6.3251117167312705,"('03', '10')"
high,ROE,03,11,10,10,5.281453127545137,"('03', '11')"
high,ROE,03,13,10,10,5.816118551456775,"('03', '13')"
high,ROE,03,14,10,10,8.555745002947397,"('03', '14')"
high,ROE,03,15,10,10,5.328017116092014,"('03', '15')"
high,ROE,03,16,10,10,7.669475717861015,"('03', '16')"
high,ROE,03,01,11,11,6.5041574623548,"('03', '01')"
high,ROE,03,02,11,11,7.662906311368788,"('03', '02')"
high,ROE,03,03,11,11,0.0,"('03', '03')"
high,ROE,03,04,11,11,4.691806778191126,"('03', '04')"
high,ROE,03,05,11,11,9.62672686010476,"('03', '05')"
high,ROE,03,06,11,11,4.1458065255259955,"('03', '06')"
high,ROE,03,07,11,11,4.549734280020296,"('03', '07')"
high,ROE,03,08,11,11,6.306837003613321,"('03', '08')"
high,ROE,03,09,11,11,4.69129161892047,"('03', '09')"
high,ROE,03,10,11,11,5.839339599423711,"('03', '10')"
high,ROE,03,11,11,11,4.865510959012851,"('03', '11')"
high,ROE,03,13,11,11,5.84901853619277,"('03', '13')"
high,ROE,03,14,11,11,8.391950266093737,"('03', '14')"
high,ROE,03,15,11,11,4.670342528715908,"('03', '15')"
high,ROE,03,16,11,11,7.974203371040001,"('03', '16')"
high,ROE,03,01,12,12,7.540013690720193,"('03', '01')"
high,ROE,03,02,12,12,7.3274751343877,"('03', '02')"
high,ROE,03,03,12,12,0.0,"('03', '03')"
high,ROE,03,04,12,12,5.6917305886481255,"('03', '04')"
high,ROE,03,05,12,12,9.34741062312809,"('03', '05')"
high,ROE,03,06,12,12,4.694483423347614,"('03', '06')"
high,ROE,03,07,12,12,4.237948175625912,"('03', '07')"
high,ROE,03,08,12,12,7.473326853592729,"('03', '08')"
high,ROE,03,09,12,12,4.874624031515575,"('03', '09')"
high,ROE,03,10,12,12,6.436895647853886,"('03', '10')"
high,ROE,03,11,12,12,6.053145370980188,"('03', '11')"
high,ROE,03,13,12,12,6.228605230979525,"('03', '13')"
high,ROE,03,14,12,12,8.624850322869094,"('03', '14')"
high,ROE,03,15,12,12,4.303818341464428,"('03', '15')"
high,ROE,03,16,12,12,3.884987845875313,"('03', '16')"
high,ROE,03,01,13,13,7.004752249505587,"('03', '01')"
high,ROE,03,02,13,13,7.3311115446394535,"('03', '02')"
high,ROE,03,03,13,13,0.0,"('03', '03')"
high,ROE,03,04,13,13,6.018120309742461,"('03', '04')"
high,ROE,03,05,13,13,9.637434949388405,"('03', '05')"
high,ROE,03,06,13,13,4.634913769293491,"('03', '06')"
high,ROE,03,07,13,13,5.237068810724605,"('03', '07')"
high,ROE,03,08,13,13,6.794478773040883,"('03', '08')"
high,ROE,03,09,13,13,4.273813808473072,"('03', '09')"
high,ROE,03,10,13,13,5.313189870167895,"('03', '10')"
high,ROE,03,11,13,13,5.710495776978983,"('03', '11')"
high,ROE,03,13,13,13,5.398427405635825,"('03', '13')"
high,ROE,03,14,13,13,9.282687055194257,"('03', '14')"
high,ROE,03,15,13,13,4.496855402261085,"('03', '15')"
high,ROE,03,16,13,13,4.645607245769068,"('03', '16')"
high,ROE,03,01,14,14,7.024255849187906,"('03', '01')"
high,ROE,03,02,14,14,9.743421729781693,"('03', '02')"
high,ROE,03,03,14,14,0.0,"('03', '03')"
high,ROE,03,04,14,14,5.118091414333799,"('03', '04')"
high,ROE,03,05,14,14,7.8917175544101745,"('03', '05')"
high,ROE,03,06,14,14,4.973943427448725,"('03', '06')"
high,ROE,03,07,14,14,5.418927712702334,"('03', '07')"
high,ROE,03,08,14,14,5.5142404314226985,"('03', '08')"
high,ROE,03,09,14,14,4.6529163710776364,"('03', '09')"
high,ROE,03,10,14,14,5.317730623080912,"('03', '10')"
high,ROE,03,11,14,14,7.013499663090141,"('03', '11')"
high,ROE,03,13,14,14,6.234890383420494,"('03', '13')"
high,ROE,03,14,14,14,10.190923874944707,"('03', '14')"
high,ROE,03,15,14,14,4.657869317432903,"('03', '15')"
high,ROE,03,16,14,14,5.976084449392373,"('03', '16')"
high,ROE,03,01,15,15,8.509203427241529,"('03', '01')"
high,ROE,03,02,15,15,8.270084087181303,"('03', '02')"
high,ROE,03,03,15,15,0.0,"('03', '03')"
high,ROE,03,04,15,15,4.513156517456342,"('03', '04')"
high,ROE,03,05,15,15,8.336734319323499,"('03', '05')"
high,ROE,03,06,15,15,5.877011874343785,"('03', '06')"
high,ROE,03,07,15,15,5.109978488760507,"('03', '07')"
high,ROE,03,08,15,15,7.3947085931502246,"('03', '08')"
high,ROE,03,09,15,15,4.749706445424913,"('03', '09')"
high,ROE,03,10,15,15,5.587147377465735,"('03', '10')"
high,ROE,03,11,15,15,5.806725878238271,"('03', '11')"
high,ROE,03,13,15,15,5.320539108932353,"('03', '13')"
high,ROE,03,14,15,15,8.626389540119828,"('03', '14')"
high,ROE,03,15,15,15,3.9647733239677185,"('03', '15')"
high,ROE,03,16,15,15,4.774294148533793,"('03', '16')"
high,ROE,03,01,16,16,6.469162320657726,"('03', '01')"
high,ROE,03,02,16,16,5.592348296355313,"('03', '02')"
high,ROE,03,03,16,16,0.0,"('03', '03')"
high,ROE,03,04,16,16,6.430790792094218,"('03', '04')"
high,ROE,03,05,16,16,7.148540817729055,"('03', '05')"
high,ROE,03,06,16,16,4.996878057175705,"('03', '06')"
high,ROE,03,07,16,16,6.499498929580989,"('03', '07')"
high,ROE,03,08,16,16,6.948607902163088,"('03', '08')"
high,ROE,03,09,16,16,4.502794238855448,"('03', '09')"
high,ROE,03,10,16,16,4.615355470223937,"('03', '10')"
high,ROE,03,11,16,16,5.533532785186334,"('03', '11')"
high,ROE,03,13,16,16,6.4554137015788795,"('03', '13')"
high,ROE,03,14,16,16,7.942768022518354,"('03', '14')"
high,ROE,03,15,16,16,4.898527683772095,"('03', '15')"
high,ROE,03,16,16,16,5.506810681715749,"('03', '16')"
high,ROE,03,01,17,17,6.37745567877644,"('03', '01')"
high,ROE,03,02,17,17,4.949222912319435,"('03', '02')"
high,ROE,03,03,17,17,0.0,"('03', '03')"
high,ROE,03,04,17,17,6.7306290796622665,"('03', '04')"
high,ROE,03,05,17,17,7.230948265806772,"('03', '05')"
high,ROE,03,06,17,17,4.695867606653907,"('03', '06')"
high,ROE,03,07,17,17,5.54585448367953,"('03', '07')"
high,ROE,03,08,17,17,6.519607839243008,"('03', '08')"
high,ROE,03,09,17,17,4.158457039427058,"('03', '09')"
high,ROE,03,10,17,17,4.841358118482118,"('03', '10')"
high,ROE,03,11,17,17,5.948214607796104,"('03', '11')"
high,ROE,03,13,17,17,5.854464554466452,"('03', '13')"
high,ROE,03,14,17,17,6.564862562421966,"('03', '14')"
high,ROE,03,15,17,17,3.942295845252987,"('03', '15')"
high,ROE,03,16,17,17,5.26501778376691,"('03', '16')"
high,ROE,04,01,0,0,7.145455676369881,"('04', '01')"
high,ROE,04,02,0,0,5.732696146101788,"('04', '02')"
high,ROE,04,03,0,0,4.038518423380327,"('04', '03')"
high,ROE,04,04,0,0,0.0,"('04', '04')"
high,ROE,04,05,0,0,7.087304588568269,"('04', '05')"
high,ROE,04,06,0,0,5.545153624983029,"('04', '06')"
high,ROE,04,07,0,0,4.474173623544196,"('04', '07')"
high,ROE,04,08,0,0,7.073409020787945,"('04', '08')"
high,ROE,04,09,0,0,4.389333688096804,"('04', '09')"
high,ROE,04,10,0,0,6.180116438995472,"('04', '10')"
high,ROE,04,11,0,0,7.254292673212474,"('04', '11')"
high,ROE,04,13,0,0,6.232815636008057,"('04', '13')"
high,ROE,04,14,0,0,5.991427254826095,"('04', '14')"
high,ROE,04,15,0,0,3.5043632273371355,"('04', '15')"
high,ROE,04,16,0,0,8.190886418840757,"('04', '16')"
high,ROE,04,01,1,1,8.829422457520138,"('04', '01')"
high,ROE,04,02,1,1,7.129904392172736,"('04', '02')"
high,ROE,04,03,1,1,5.80580392511335,"('04', '03')"
high,ROE,04,04,1,1,0.0,"('04', '04')"
high,ROE,04,05,1,1,7.597014456636602,"('04', '05')"
high,ROE,04,06,1,1,6.2642162720499845,"('04', '06')"
high,ROE,04,07,1,1,5.044884334128728,"('04', '07')"
high,ROE,04,08,1,1,8.357324228925915,"('04', '08')"
high,ROE,04,09,1,1,4.934442587162797,"('04', '09')"
high,ROE,04,10,1,1,5.857938470534291,"('04', '10')"
high,ROE,04,11,1,1,7.301171045463973,"('04', '11')"
high,ROE,04,13,1,1,7.312957418830171,"('04', '13')"
high,ROE,04,14,1,1,6.819636988574166,"('04', '14')"
high,ROE,04,15,1,1,4.2289876135307605,"('04', '15')"
high,ROE,04,16,1,1,6.856116415428508,"('04', '16')"
high,ROE,04,01,2,2,8.664612836937652,"('04', '01')"
high,ROE,04,02,2,2,7.28768600979571,"('04', '02')"
high,ROE,04,03,2,2,7.692276361637959,"('04', '03')"
high,ROE,04,04,2,2,0.0,"('04', '04')"
high,ROE,04,05,2,2,9.227077175350278,"('04', '05')"
high,ROE,04,06,2,2,7.14479419465178,"('04', '06')"
high,ROE,04,07,2,2,7.546197736690057,"('04', '07')"
high,ROE,04,08,2,2,8.904211139711258,"('04', '08')"
high,ROE,04,09,2,2,7.964797435206225,"('04', '09')"
high,ROE,04,10,2,2,8.014524559341295,"('04', '10')"
high,ROE,04,11,2,2,8.614731698583503,"('04', '11')"
high,ROE,04,13,2,2,7.5592927189082815,"('04', '13')"
high,ROE,04,14,2,2,9.897246141834744,"('04', '14')"
high,ROE,04,15,2,2,7.189602899490166,"('04', '15')"
high,ROE,04,16,2,2,9.24945652711325,"('04', '16')"
high,ROE,04,01,3,3,7.433808023651362,"('04', '01')"
high,ROE,04,02,3,3,6.430347929586445,"('04', '02')"
high,ROE,04,03,3,3,6.126160308510209,"('04', '03')"
high,ROE,04,04,3,3,0.0,"('04', '04')"
high,ROE,04,05,3,3,8.769182311176818,"('04', '05')"
high,ROE,04,06,3,3,5.9693957501439785,"('04', '06')"
high,ROE,04,07,3,3,5.484043029957033,"('04', '07')"
high,ROE,04,08,3,3,8.797115096461397,"('04', '08')"
high,ROE,04,09,3,3,5.015179891772866,"('04', '09')"
high,ROE,04,10,3,3,7.14425214018785,"('04', '10')"
high,ROE,04,11,3,3,8.180289443240099,"('04', '11')"
